our_Trip_ID,our_President,our_Destination_Country,our_Start_Date,colt_TripID,classification,detail
700,Luiz Inácio Lula da Silva,Uruguay,2023-01-25,1780-BRA-URY-44951,Complementa,CityVisited: 'Montevideo'
701,Luiz Inácio Lula da Silva,United States,2023-02-10,3531-BRA-USA-44925,Complementa,CityVisited: 'Washington D.C.'
702,Luiz Inácio Lula da Silva,China,2023-04-12,1780-BRA-CHN-45028,Complementa,CityVisited: 'Beijing'
703,Luiz Inácio Lula da Silva,United Arab Emirates,2023-04-15,1780-BRA-ARE-45031,Complementa,CityVisited: 'Abu Dhabi'
704,Luiz Inácio Lula da Silva,Portugal,2023-04-22,1780-BRA-PRT-45038,Complementa,CityVisited: 'Lisbon'
705,Luiz Inácio Lula da Silva,Spain,2023-04-25,1780-BRA-ESP-45041,Complementa,CityVisited: 'Madrid'
706,Luiz Inácio Lula da Silva,United Kingdom,2023-05-05,1780-BRA-GBR-45051,Complementa,CityVisited: 'London'
707,Luiz Inácio Lula da Silva,Japan,2023-05-19,1780-BRA-JPN-45064,Complementa,CityVisited: 'Hiroshima'
708,Luiz Inácio Lula da Silva,Vatican City,2023-06-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Vatican City en fechas 2023-06-21 - 2023-06-21
709,Luiz Inácio Lula da Silva,France,2023-06-22,1780-BRA-FRA-45098,Complementa,CityVisited: 'Paris'
710,Luiz Inácio Lula da Silva,Belgium,2023-07-17,1780-BRA-BEL-45123,Complementa,CityVisited: 'Brussels'
711,Luiz Inácio Lula da Silva,South Africa,2023-08-22,1780-BRA-ZAF-45159,Complementa,CityVisited: 'Johannesburg'
712,Luiz Inácio Lula da Silva,India,2023-09-08,1780-BRA-IND-45176,Complementa,CityVisited: 'New Delhi'
713,Luiz Inácio Lula da Silva,Cuba,2023-09-15,1780-BRA-CUB-45184,Complementa,CityVisited: 'Havana'
714,Luiz Inácio Lula da Silva,United States,2023-09-18,1780-BRA-USA-45186,Complementa,CityVisited: 'New York'
715,Luiz Inácio Lula da Silva,Saudi Arabia,2023-11-28,1780-BRA-SAU-45258,Complementa,CityVisited: 'Riyadh'
716,Luiz Inácio Lula da Silva,United Arab Emirates,2023-11-30,1780-BRA-ARE-45260,Complementa,CityVisited: 'Dubai'
717,Luiz Inácio Lula da Silva,Germany,2023-12-03,1780-BRA-DEU-45263,Complementa,CityVisited: 'Berlin'
718,Luiz Inácio Lula da Silva,Egypt,2024-02-14,1780-BRA-EGY-45336,Complementa,CityVisited: 'Cairo'
719,Luiz Inácio Lula da Silva,Ethiopia,2024-02-17,1780-BRA-ETH-45337,Complementa,CityVisited: 'Addis Ababa'
720,Luiz Inácio Lula da Silva,Guyana,2024-02-28,1780-BRA-GUY-45350,Complementa,CityVisited: 'Georgetown'
721,Luiz Inácio Lula da Silva,Saint Vincent and the Grenadines,2024-03-01,1780-BRA-VCT-45351,Complementa,CityVisited: 'Kingstown'
722,Luiz Inácio Lula da Silva,Paraguay,2024-07-08,1780-BRA-PRY-45481,Complementa,CityVisited: 'Asunción'
723,Luiz Inácio Lula da Silva,Chile,2024-08-05,1780-BRA-CHL-45508,Complementa,CityVisited: 'Santiago'
724,Luiz Inácio Lula da Silva,United States,2024-09-22,1780-BRA-USA-45556,Complementa,CityVisited: 'New York'
726,Luiz Inácio Lula da Silva,Uruguay,2025-03-01,1780-BRA-URY-45716,No aporta,COLT ya tiene el dato completo equivalente
727,Luiz Inácio Lula da Silva,Japan,2025-03-24,1780-BRA-JPN-45740,No aporta,COLT ya tiene el dato completo equivalente
728,Luiz Inácio Lula da Silva,Vietnam,2025-03-27,1780-BRA-VNM-45743,No aporta,COLT ya tiene el dato completo equivalente
729,Luiz Inácio Lula da Silva,Honduras,2025-04-09,1780-BRA-HND-45755,No aporta,COLT ya tiene el dato completo equivalente
730,Luiz Inácio Lula da Silva,Russia,2025-05-08,1780-BRA-RUS-45783,No aporta,COLT ya tiene el dato completo equivalente
731,Luiz Inácio Lula da Silva,China,2025-05-12,1780-BRA-CHN-45787,No aporta,COLT ya tiene el dato completo equivalente
732,Luiz Inácio Lula da Silva,France,2025-06-05,1780-BRA-FRA-45811,No aporta,COLT ya tiene el dato completo equivalente
733,Luiz Inácio Lula da Silva,United States,2025-09-23,1780-BRA-USA-45922,No aporta,COLT ya tiene el dato completo equivalente
734,Luiz Inácio Lula da Silva,Malaysia,2025-10-25,1780-BRA-MYS-45955,No aporta,COLT ya tiene el dato completo equivalente
735,Luiz Inácio Lula da Silva,Colombia,2025-11-09,1780-BRA-COL-45970,No aporta,COLT ya tiene el dato completo equivalente
736,Luiz Inácio Lula da Silva,Spain,2026-04-16,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Spain en fechas 2026-04-16 - 2026-04-18
737,Luiz Inácio Lula da Silva,Germany,2026-04-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Germany en fechas 2026-04-19 - 2026-04-20
738,Luiz Inácio Lula da Silva,Portugal,2026-04-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Portugal en fechas 2026-04-21 - 2026-04-21
739,Luiz Inácio Lula da Silva,United States,2026-05-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a United States en fechas 2026-05-06 - 2026-05-08
740,Luiz Inácio Lula da Silva,Switzerland,2026-06-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Switzerland en fechas 2026-06-15 - 2026-06-15
741,Luiz Inácio Lula da Silva,France,2026-06-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a France en fechas 2026-06-15 - 2026-06-17
742,Luiz Inácio Lula da Silva,Paraguay,2026-06-30,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Paraguay en fechas 2026-06-30 - 2026-06-30
743,Luiz Inácio Lula da Silva,South Africa,2025-11-21,1780-BRA-ZAF-45982,No aporta,COLT ya tiene el dato completo equivalente
744,Luiz Inácio Lula da Silva,Mozambique,2025-11-23,1780-BRA-MOZ-45984,No aporta,COLT ya tiene el dato completo equivalente
745,Luiz Inácio Lula da Silva,Panama,2026-01-27,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Panama en fechas 2026-01-27 - 2026-01-28
746,Luiz Inácio Lula da Silva,India,2026-02-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a India en fechas 2026-02-18 - 2026-02-22
747,Luiz Inácio Lula da Silva,South Korea,2026-02-22,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a South Korea en fechas 2026-02-22 - 2026-02-24
748,Luiz Inácio Lula da Silva,United Arab Emirates,2026-02-24,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a United Arab Emirates en fechas 2026-02-24 - 2026-02-25
749,Luiz Inácio Lula da Silva,Colombia,2026-03-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Colombia en fechas 2026-03-21 - 2026-03-21
750,Luiz Inácio Lula da Silva,United States,2009-09-24,1780-BRA-USA-40077,Complementa,CityVisited: 'Pittsburgh'
751,Luiz Inácio Lula da Silva,Bolivia,2024-07-09,1780-BRA-BOL-45481,Complementa,CityVisited: 'Santa Cruz de la Sierra'
752,Luiz Inácio Lula da Silva,Guyana,2007-03-02,1780-BRA-GUY-39143,Complementa,CityVisited: 'Georgetown'
753,Luiz Inácio Lula da Silva,Venezuela,2007-04-16,1780-BRA-VEN-39188,Complementa,CityVisited: 'Isla Margarita'
754,Luiz Inácio Lula da Silva,Paraguay,2007-06-27,1780-BRA-PRY-39261,Complementa,CityVisited: 'Asunción'
755,Luiz Inácio Lula da Silva,Mexico,2007-08-06,1780-BRA-MEX-39299,Complementa,CityVisited: 'Ciudad de México'
756,Luiz Inácio Lula da Silva,Honduras,2007-08-07,1780-BRA-HND-39301,Complementa,CityVisited: 'Tegucigalpa'
757,Luiz Inácio Lula da Silva,Nicaragua,2007-08-08,1780-BRA-NIC-39301,Complementa,CityVisited: 'Managua'
758,Luiz Inácio Lula da Silva,Jamaica,2007-08-08,1780-BRA-JAM-39302,Complementa,CityVisited: 'Kingston'
759,Luiz Inácio Lula da Silva,Panama,2007-08-10,1780-BRA-PAN-39303,Complementa,CityVisited: 'Panama City'
760,Luiz Inácio Lula da Silva,Bolivia,2007-12-17,1780-BRA-BOL-39432,Complementa,CityVisited: 'La Paz'
761,Luiz Inácio Lula da Silva,Uruguay,2007-12-18,1780-BRA-URY-39433,Complementa,CityVisited: 'Montevideo'
762,Luiz Inácio Lula da Silva,Paraguay,2009-07-24,1780-BRA-PRY-40018,Complementa,CityVisited: 'Asunción'
763,Luiz Inácio Lula da Silva,Ecuador,2009-08-10,1780-BRA-ECU-40034,Complementa,CityVisited: 'Quito'
764,Luiz Inácio Lula da Silva,Bolivia,2009-08-22,1780-BRA-BOL-40047,Complementa,CityVisited: 'Villa Tunari'
765,Luiz Inácio Lula da Silva,Argentina,2009-08-28,1780-BRA-ARG-40052,Complementa,CityVisited: 'Bariloche'
766,Luiz Inácio Lula da Silva,Argentina,2010-10-28,1780-BRA-ARG-40479,Complementa,CityVisited: 'Buenos Aires'
767,Luiz Inácio Lula da Silva,Guatemala,2008-01-14,1780-BRA-GTM-39461,Complementa,CityVisited: 'Ciudad de Guatemala'
768,Luiz Inácio Lula da Silva,Cuba,2008-01-15,1780-BRA-CUB-39461,Complementa,CityVisited: 'Havana'
769,Luiz Inácio Lula da Silva,Uruguay,2010-03-01,1780-BRA-URY-40238,Complementa,CityVisited: 'Montevideo'
770,Luiz Inácio Lula da Silva,Chile,2010-03-01,1780-BRA-CHL-40238,Complementa,CityVisited: 'Santiago'
771,Luiz Inácio Lula da Silva,Argentina,2010-08-02,1780-BRA-ARG-40392,Complementa,CityVisited: 'San Juan'
772,Luiz Inácio Lula da Silva,Venezuela,2010-08-06,1780-BRA-VEN-40396,Complementa,CityVisited: 'Caracas'
773,Luiz Inácio Lula da Silva,Colombia,2010-08-07,1780-BRA-COL-40396,Complementa,CityVisited: 'Bogotá'
774,Luiz Inácio Lula da Silva,Netherlands,2008-04-10,1780-BRA-NLD-39547,Complementa,CityVisited: 'La Haya'
775,Luiz Inácio Lula da Silva,Czechia,2008-04-11,1780-BRA-CZE-39549,Complementa,CityVisited: 'Praga'
776,Luiz Inácio Lula da Silva,Ghana,2008-04-20,1780-BRA-GHA-39557,Complementa,CityVisited: 'Accra'
777,Luiz Inácio Lula da Silva,Italy,2008-11-10,1780-BRA-ITA-39761,Complementa,CityVisited: 'Roma'
778,Luiz Inácio Lula da Silva,Kazakhstan,2009-06-17,1780-BRA-KAZ-39980,Complementa,CityVisited: 'Astana'
779,Luiz Inácio Lula da Silva,El Salvador,2009-06-01,1780-BRA-SLV-39964,Complementa,CityVisited: 'San Salvador'
780,Luiz Inácio Lula da Silva,Portugal,2009-11-29,1780-BRA-PRT-40146,Complementa,CityVisited: 'Estoril'
781,Dilma Rousseff,Venezuela,2013-03-08,2652-BRA-VEN-41340,Complementa,CityVisited: 'Caracas'
782,Dilma Rousseff,Chile,2014-03-10,2652-BRA-CHL-41709,Complementa,CityVisited: 'Valparaíso'
783,Dilma Rousseff,Argentina,2015-12-10,2652-BRA-ARG-42348,Complementa,CityVisited: 'Buenos Aires'
784,Luiz Inácio Lula da Silva,Argentina,2003-05-25,1780-BRA-ARG-37766,Complementa,CityVisited: 'Buenos Aires'
785,Luiz Inácio Lula da Silva,Paraguay,2003-06-17,1780-BRA-PRY-37789,Complementa,CityVisited: 'Asunción'
786,Luiz Inácio Lula da Silva,Colombia,2003-06-27,1780-BRA-COL-37799,Complementa,CityVisited: 'El Carmen de Viboral'
787,Luiz Inácio Lula da Silva,Portugal,2003-07-10,1780-BRA-PRT-37811,Complementa,CityVisited: 'Lisbon'
788,Luiz Inácio Lula da Silva,United Kingdom,2003-07-13,1780-BRA-GBR-37813,Complementa,CityVisited: 'London'
789,Luiz Inácio Lula da Silva,Spain,2003-07-14,1780-BRA-ESP-37817,Complementa,CityVisited: 'Madrid'
790,Luiz Inácio Lula da Silva,Paraguay,2003-08-14,1780-BRA-PRY-37847,Complementa,CityVisited: 'Asunción'
791,Luiz Inácio Lula da Silva,Peru,2003-08-24,1780-BRA-PER-37857,Complementa,CityVisited: 'Lima'
792,Luiz Inácio Lula da Silva,Venezuela,2003-08-26,1780-BRA-VEN-37858,Complementa,CityVisited: 'Ciudad Guayana'
793,Luiz Inácio Lula da Silva,Mexico,2003-09-25,1780-BRA-MEX-37886,Complementa,CityVisited: 'Mexico City'
794,Luiz Inácio Lula da Silva,Argentina,2003-10-16,1780-BRA-ARG-37909,Complementa,CityVisited: 'Buenos Aires'
795,Luiz Inácio Lula da Silva,Spain,2003-10-23,1780-BRA-ESP-37918,Complementa,CityVisited: 'Oviedo'
796,Luiz Inácio Lula da Silva,Ukraine,2004-05-21,1780-BRA-UKR-38129,Complementa,CityVisited: 'Kiev'
797,Luiz Inácio Lula da Silva,Argentina,2004-07-07,1780-BRA-ARG-38175,Complementa,CityVisited: 'Puerto Iguazú'
798,Luiz Inácio Lula da Silva,Bolivia,2004-07-09,1780-BRA-BOL-38176,Complementa,CityVisited: 'Santa Cruz de la Sierra'
799,Luiz Inácio Lula da Silva,Paraguay,2004-08-13,1780-BRA-PRY-38212,Complementa,CityVisited: 'Asunción'
800,Luiz Inácio Lula da Silva,Dominican Republic,2004-08-16,1780-BRA-DOM-38214,Complementa,CityVisited: 'Santo Domingo'
801,Luiz Inácio Lula da Silva,Haiti,2004-08-18,1780-BRA-HTI-38217,Complementa,CityVisited: 'Port-au-Prince'
802,Luiz Inácio Lula da Silva,Chile,2004-08-23,1780-BRA-CHL-38221,Complementa,CityVisited: 'Santiago'
803,Luiz Inácio Lula da Silva,Ecuador,2004-08-24,1780-BRA-ECU-38223,Complementa,CityVisited: 'Quito'
804,Luiz Inácio Lula da Silva,Colombia,2005-01-19,1780-BRA-COL-38371,Complementa,CityVisited: 'Leticia'
805,Luiz Inácio Lula da Silva,Switzerland,2005-01-28,1780-BRA-CHE-38379,Complementa,CityVisited: 'Davos'
806,Luiz Inácio Lula da Silva,Cameroon,2005-04-10,1780-BRA-CMR-38452,Complementa,CityVisited: 'Yaoundé'
807,Luiz Inácio Lula da Silva,Nigeria,2005-04-11,1780-BRA-NGA-38453,Complementa,CityVisited: 'Abuja'
808,Luiz Inácio Lula da Silva,Ghana,2005-04-12,1780-BRA-GHA-38454,Complementa,CityVisited: 'Accra'
809,Luiz Inácio Lula da Silva,Guinea-Bissau,2005-04-13,1780-BRA-GNB-38455,Complementa,CityVisited: 'Bissau'
810,Luiz Inácio Lula da Silva,Senegal,2005-04-13,1780-BRA-SEN-38455,Complementa,CityVisited: 'Dakar'
811,Luiz Inácio Lula da Silva,United States,2005-09-14,1780-BRA-USA-38608,Complementa,CityVisited: 'New York'
812,Luiz Inácio Lula da Silva,Japan,2005-05-26,1780-BRA-JPN-38498,Complementa,CityVisited: 'Tokyo'
813,Fernando Henrique Cardoso,Uruguay,2000-03-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Uruguay en fechas 2000-03-01 - 2000-03-01
814,Fernando Henrique Cardoso,United States,2001-11-10,994-BRA-USA-37202,Complementa,CityVisited: 'New York'
815,Fernando Henrique Cardoso,Panama,2000-11-17,994-BRA-PAN-36847,Complementa,CityVisited: 'Panama City'
816,Fernando Henrique Cardoso,Paraguay,2001-06-21,994-BRA-PRY-37063,Complementa,CityVisited: 'Asuncion'
817,Fernando Henrique Cardoso,Peru,2001-11-23,994-BRA-PER-37218,Complementa,CityVisited: 'Lima'
818,Fernando Henrique Cardoso,Bolivia,2001-06-26,994-BRA-BOL-37069,Complementa,CityVisited: 'Yacuiba'
819,Fernando Henrique Cardoso,Argentina,2000-06-29,994-BRA-ARG-36705,Complementa,CityVisited: 'Buenos Aires'
820,Fernando Henrique Cardoso,Uruguay,2001-12-21,994-BRA-URY-37245,Complementa,CityVisited: 'Montevideo'
821,Fernando Henrique Cardoso,Argentina,2002-02-18,994-BRA-ARG-37304,Complementa,CityVisited: 'Olivos'
822,Fernando Henrique Cardoso,Argentina,2002-07-04,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Argentina en fechas 2002-07-04 - 2002-07-05
823,Luiz Inácio Lula da Silva,Algeria,2006-02-08,1780-BRA-DZA-38756,Complementa,CityVisited: 'Argel'
824,Luiz Inácio Lula da Silva,Benin,2006-02-10,1780-BRA-BEN-38757,Complementa,CityVisited: 'Cotonou'
825,Luiz Inácio Lula da Silva,Botswana,2006-02-11,1780-BRA-BWA-38759,Complementa,CityVisited: 'Gaborone'
826,Luiz Inácio Lula da Silva,South Africa,2006-02-11,1780-BRA-ZAF-38759,Complementa,CityVisited: 'Johannesburgo'
827,Luiz Inácio Lula da Silva,Argentina,2025-07-02,1780-BRA-ARG-45841,No aporta,COLT ya tiene el dato completo equivalente
828,Luiz Inácio Lula da Silva,Argentina,2025-07-03,1780-BRA-ARG-45841,No aporta,COLT ya tiene el dato completo equivalente
829,Ricardo Lagos,Argentina,2000-06-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2000-06-29 - 2000-06-30
830,Ricardo Lagos,United States,2000-09-06,1516-CHL-USA-36775,Complementa,CityVisited: 'New York'
831,Ricardo Lagos,Panama,2000-11-17,1516-CHL-PAN-36847,Complementa,CityVisited: 'Panama City'
832,Ricardo Lagos,Brunei,2000-11-15,1516-CHL-BRN-36845,Complementa,CityVisited: 'Bandar Seri Begawan'
833,Ricardo Lagos,Canada,2001-04-20,1516-CHL-CAN-37000,Complementa,CityVisited: 'Quebec City'
834,Ricardo Lagos,Spain,2001-06-03,1516-CHL-ESP-37046,Complementa,CityVisited: 'Madrid'
835,Ricardo Lagos,France,2001-06-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a France en fechas 2001-06-07 - 2001-06-08
836,Ricardo Lagos,Peru,2001-07-27,1516-CHL-PER-37100,Complementa,CityVisited: 'Lima'
837,Ricardo Lagos,Belgium,2001-09-12,1516-CHL-BEL-37146,Complementa,CityVisited: 'Brussels'
838,Ricardo Lagos,United Kingdom,2001-09-11,1516-CHL-GBR-37145,Complementa,CityVisited: 'London'
839,Ricardo Lagos,Peru,2001-11-23,1516-CHL-PER-37218,Complementa,CityVisited: 'Lima'
840,Ricardo Lagos,Mexico,2002-03-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Mexico en fechas 2002-03-21 - 2002-03-22
841,Ricardo Lagos,Spain,2002-05-16,1516-CHL-ESP-37392,Complementa,CityVisited: 'Madrid'
842,Ricardo Lagos,Mexico,2002-10-26,1516-CHL-MEX-37555,Complementa,CityVisited: 'Los Cabos'
843,Ricardo Lagos,Dominican Republic,2002-11-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Dominican Republic en fechas 2002-11-15 - 2002-11-16
844,Ricardo Lagos,Thailand,2003-10-20,1516-CHL-THA-37912,Complementa,CityVisited: 'Bangkok'
845,Ricardo Lagos,Bolivia,2003-11-14,1516-CHL-BOL-37939,Complementa,CityVisited: 'Santa Cruz de la Sierra'
846,Ricardo Lagos,Mexico,2004-01-12,1516-CHL-MEX-37997,Complementa,CityVisited: 'Monterrey'
847,Ricardo Lagos,Mexico,2004-05-28,1516-CHL-MEX-38135,Complementa,CityVisited: 'Guadalajara'
848,Ricardo Lagos,Indonesia,2004-04-28,1516-CHL-IDN-38105,Complementa,CityVisited: 'Jakarta'
849,Ricardo Lagos,Costa Rica,2004-11-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Costa Rica en fechas 2004-11-19 - 2004-11-20
850,Ricardo Lagos,Uruguay,2005-03-01,1516-CHL-URY-38411,Complementa,CityVisited: 'Montevideo'
851,Ricardo Lagos,Spain,2005-10-14,1516-CHL-ESP-38637,Complementa,CityVisited: 'Salamanca'
852,Ricardo Lagos,Argentina,2005-11-04,1516-CHL-ARG-38660,Complementa,CityVisited: 'Mar del Plata'
853,Ricardo Lagos,South Korea,2005-11-18,1516-CHL-KOR-38674,Complementa,CityVisited: 'Busan'
854,Ricardo Lagos,Bolivia,2006-01-22,1516-CHL-BOL-38739,Complementa,CityVisited: 'La Paz'
855,Michelle Bachelet,Argentina,2006-03-21,2134-CHL-ARG-38797,Complementa,CityVisited: 'Buenos Aires'
856,Michelle Bachelet,Austria,2006-05-11,2134-CHL-AUT-38848,Complementa,CityVisited: 'Vienna'
857,Michelle Bachelet,United States,2006-06-08,2134-CHL-USA-38875,Complementa,CityVisited: 'Washington D.C.'
858,Michelle Bachelet,Peru,2006-07-28,2134-CHL-PER-38925,Complementa,CityVisited: 'Lima'
859,Michelle Bachelet,Uruguay,2006-11-03,2134-CHL-URY-39024,Complementa,CityVisited: 'Montevideo'
860,Michelle Bachelet,Vietnam,2006-11-17,2134-CHL-VNM-39038,Complementa,CityVisited: 'Hanoi'
861,Michelle Bachelet,New Zealand,2006-11-20,2134-CHL-NZL-39041,Complementa,CityVisited: 'Wellington'
862,Michelle Bachelet,Bolivia,2006-12-08,2134-CHL-BOL-39059,Complementa,CityVisited: 'Cochabamba'
863,Michelle Bachelet,Ecuador,2007-01-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Ecuador en fechas 2007-01-15 - 2007-01-15
864,Michelle Bachelet,Venezuela,2007-04-16,2134-CHL-VEN-39188,Complementa,CityVisited: 'Isla Margarita'
865,Michelle Bachelet,Spain,2006-05-09,2134-CHL-ESP-38846,Complementa,CityVisited: 'Madrid'
866,Michelle Bachelet,France,2009-05-29,2134-CHL-FRA-39960,Complementa,CityVisited: 'Paris'
867,Michelle Bachelet,Australia,2007-09-06,2134-CHL-AUS-39331,Complementa,CityVisited: 'Sydney'
868,Michelle Bachelet,United States,2007-09-24,2134-CHL-USA-39348,Complementa,CityVisited: 'New York'
869,Michelle Bachelet,Peru,2008-05-16,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Peru en fechas 2008-05-16 - 2008-05-17
870,Michelle Bachelet,Brazil,2008-05-23,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Brazil en fechas 2008-05-23 - 2008-05-23
871,Michelle Bachelet,Paraguay,2008-08-15,2134-CHL-PRY-39674,Complementa,CityVisited: 'Asunción'
872,Michelle Bachelet,El Salvador,2008-10-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a El Salvador en fechas 2008-10-29 - 2008-10-31
873,Michelle Bachelet,Peru,2008-11-22,2134-CHL-PER-39773,Complementa,CityVisited: 'Lima'
874,Michelle Bachelet,Brazil,2008-12-16,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Brazil en fechas 2008-12-16 - 2008-12-17
875,Michelle Bachelet,Cuba,2009-02-11,2134-CHL-CUB-39854,Complementa,CityVisited: 'Havana'
876,Michelle Bachelet,Trinidad and Tobago,2009-04-17,2134-CHL-TTO-39920,Complementa,CityVisited: 'Port of Spain'
877,Michelle Bachelet,United States,2009-06-23,2134-CHL-USA-39987,Complementa,CityVisited: 'Washington D.C.'
878,Michelle Bachelet,United States,2009-09-23,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a United States en fechas 2009-09-23 - 2009-09-24
879,Michelle Bachelet,Singapore,2009-11-14,2134-CHL-SGP-40130,Complementa,CityVisited: 'Singapore'
880,Michelle Bachelet,Portugal,2009-11-30,2134-CHL-PRT-40145,Complementa,CityVisited: 'Estoril'
881,Michelle Bachelet,Mexico,2010-02-22,2134-CHL-MEX-40230,Complementa,CityVisited: 'Playa del Carmen'
883,Sebastián Piñera,Argentina,2010-04-08,2556-CHL-ARG-40276,Complementa,CityVisited: 'Buenos Aires'
884,Sebastián Piñera,Brazil,2010-04-08,2556-CHL-BRA-40276,Complementa,CityVisited: 'Brasília'
885,Sebastián Piñera,United States,2010-04-11,2556-CHL-USA-40280,Complementa,CityVisited: 'Washington D.C.'
886,Sebastián Piñera,Spain,2010-05-18,2556-CHL-ESP-40312,Complementa,CityVisited: 'Madrid'
887,Sebastián Piñera,United States,2010-09-20,2556-CHL-USA-40443,Complementa,CityVisited: 'New York'
888,Sebastián Piñera,United Kingdom,2010-10-17,2556-CHL-GBR-40467,Complementa,CityVisited: 'London'
889,Sebastián Piñera,France,2010-10-19,2556-CHL-FRA-40470,Complementa,CityVisited: 'Paris'
890,Sebastián Piñera,Germany,2010-10-21,2556-CHL-DEU-40472,Complementa,CityVisited: 'Berlin'
891,Sebastián Piñera,Japan,2010-11-13,2556-CHL-JPN-40494,Complementa,CityVisited: 'Yokohama'
892,Sebastián Piñera,Argentina,2010-12-03,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2010-12-03 - 2010-12-04
893,Sebastián Piñera,Peru,2011-04-28,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Peru en fechas 2011-04-28 - 2011-04-28
894,Sebastián Piñera,Peru,2011-07-28,2556-CHL-PER-40752,Complementa,CityVisited: 'Lima'
895,Sebastián Piñera,United States,2011-09-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a United States en fechas 2011-09-21 - 2011-09-22
896,Sebastián Piñera,Paraguay,2011-10-28,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Paraguay en fechas 2011-10-28 - 2011-10-29
897,Sebastián Piñera,United States,2011-11-12,2556-CHL-USA-40859,Complementa,CityVisited: 'Honolulu'
898,Sebastián Piñera,Colombia,2012-04-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Colombia en fechas 2012-04-14 - 2012-04-15
899,Sebastián Piñera,Brazil,2012-06-20,2556-CHL-BRA-41080,Complementa,CityVisited: 'Rio de Janeiro'
900,Sebastián Piñera,Russia,2012-09-08,2556-CHL-RUS-41158,Complementa,CityVisited: 'Vladivostok'
901,Sebastián Piñera,Spain,2012-11-16,2556-CHL-ESP-41229,Complementa,CityVisited: 'Cádiz'
902,Sebastián Piñera,Venezuela,2013-03-08,2556-CHL-VEN-41340,Complementa,CityVisited: 'Caracas'
903,Sebastián Piñera,Colombia,2013-05-23,2556-CHL-COL-41417,Complementa,CityVisited: 'Cali'
904,Sebastián Piñera,United States,2013-06-04,2556-CHL-USA-41425,Complementa,CityVisited: 'Washington D.C.'
905,Sebastián Piñera,Paraguay,2013-08-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Paraguay en fechas 2013-08-15 - 2013-08-15
906,Sebastián Piñera,Indonesia,2013-10-05,2556-CHL-IDN-41552,Complementa,CityVisited: 'Bali'
907,Sebastián Piñera,Colombia,2014-02-10,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Colombia en fechas 2014-02-10 - 2014-02-10
908,Michelle Bachelet,Brazil,2014-06-12,2134-CHL-BRA-41802,Complementa,CityVisited: 'São Paulo'
909,Michelle Bachelet,Mexico,2014-06-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Mexico en fechas 2014-06-19 - 2014-06-20
910,Michelle Bachelet,United States,2014-09-24,2134-CHL-USA-41901,Complementa,CityVisited: 'New York'
911,Michelle Bachelet,Mexico,2014-12-08,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Mexico en fechas 2014-12-08 - 2014-12-09
912,Michelle Bachelet,Uruguay,2015-03-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Uruguay en fechas 2015-03-01 - 2015-03-01
914,Michelle Bachelet,France,2015-06-08,2134-CHL-FRA-42163,Complementa,CityVisited: 'Paris'
