TripID,LeaderID,LeaderCountryOrIGO,LeaderCountryISO,LeaderRegion,LeaderSubregion,PriorityLeader,LeaderRole,LeaderTitle,LeaderSurname,LeaderFullName,Exiled,CountryVisited,CountryVisitedISO,RegionVisited,SubRegionVisited,CityVisited,DisputedTerritory,SemiAutoTerritory,TripYear,TripStartDate,TripEndDate,TripDuration,SubHOGSTravelWithHOGS,CotravelHOGS,MetHostHoGS,HostHOGSName,SubHOGSmetHostSubHOGS,HostSubHOGSName,AttendedMultilatEvent,NameMultilatEvent,AttendedMultilatMinisterialEvent,NameMultilatMinisterialEvent,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,Notes,Confidence(1-5),SourceLink1,SourceLink2,SourceLink3,SourceLink4,SourceLink5,SourceLink6,SourceLink7,SourceLink8,SourceLink9,SourceLink10,SourceLink11,SourceLink12,SourceLink13,SourceLink14,SourceLink15,SourceLink16,SourceLink17,SourceLink18,SourceLink19,SourceLink20,SourceLink21,SourceLink22,SourceLink23,SourceLink24,SourceLink25,SourceLink26,SourceLink27,SourceLink28,SourceLink29,SourceLink30,SourceLink31,SourceLink32,SourceLink33
2179-VEN-DZA-44720,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Algeria,DZA,Africa,Northern Africa,,No,No,2022,2022-06-08,2022-06-10,3,No,,Yes,President Abdelmajid Tebboune,No,,No,,No,,No,,No,No,No,No,No,,"Attended several meetings regarding bilateral relationship between the two countries;Discussed areas such as agriculture, transportation, energy, tourism, etc.",1,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=1bdeabc7-98b9-4a4b-9aa9-310eab3c8ad0&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A65N8-KBX1-DYY9-00WT-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr32&pditab=allpods&ecomp=szznk&earg=sr32&prid=9cc97735-ad68-415a-972b-cda41c3b34f3,https://advance-lexis-com.du.idm.oclc.org/api/permalink/d9dc7488-9989-473d-b077-364f485ae9d1/?context=1516831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179-VEN-DZA-45183,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Algeria,DZA,Africa,Northern Africa,,No,No,2023,2023-09-14,2023-09-15,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,Met with Prime Minister Aymen Benabderrahmane,3,https://venezuelanalysis.com/news/venezuelas-maduro-concludes-foreign-tour-in-cuba-for-g77-china-meeting/,https://www.telesurenglish.net/news/Venezuelan-President-Maduro-Visits-Algeria-20230915-0001.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-AGO-38960,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Angola,AGO,Africa,Middle Africa,,No,No,2006,2006-08-31,2006-08-31,1,No,,Yes,President Jose Eduardo dos Santos,No,,No,,No,,No,,Yes,Yes,No,No,No,,,1,"""BBCMon News Diary 31 Aug-10 Sep 2006-Sub-Saharan Africa."" BBC Monitoring Africa. 30 August 2006. LexisNexis. (27 July 2016).",http://wnc.eastview.com/wnc/article?id=31858125,http://wnc.eastview.com/wnc/article?id=33419328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179-VEN-ATG-42293,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Antigua and Barbuda,ATG,Latin America and the Caribbean,Caribbean,,No,No,2015,2015-10-16,2015-10-16,1,No,,Yes,Prime Minister Gaston Browne,No,,No,,No,,No,,No,Yes,No,No,No,,,1,http://www.lexisnexis.com.du.idm.oclc.org/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=5HD5-FP91-JBRV-H0YW&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898-VEN-ARG-35008,898,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Caldera,Rafael Caldera,0,Argentina,ARG,Latin America and the Caribbean,South America,Buenos Aires,No,No,1995,1995-11-05,1995-11-06,2,No,,No,,No,,Yes,G15 Summit,No,,No,,No,Yes,No,No,No,,[PE-Latam 2026-09-05: CityVisited corregido de '' a 'Buenos Aires'. Fuente: https://en.wikipedia.org/wiki/Group_of_15],1,http://docs.newsbank.com.du.idm.oclc.org/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:FBISX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=12180EFF553123F0&svc_dat=HistArchive:fbisdoc&req_dat=756A2F2418E841258B15CB5C2C5A3A92,http://u.afp.com/4oQR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-37766,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2003,2003-05-25,2003-05-26,2,No,,Yes,President Nestor Kirchner,No,,No,,No,,Yes,President Luiz Inacio Lula da Silva,No,No,No,No,No,,,1,http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=48P3-YDX0-009F-R1WF&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,http://search.proquest.com/usnews/docview/253110178/F661C1D16E3345C9PQ/7?accountid=14608,http://wnc.eastview.com/wnc/article?id=36202565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-37850,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2003,2003-08-17,2003-08-19,3,No,,Yes,President Nestor Kirchner,No,,No,,No,,No,,No,Yes,Yes,No,No,,,1,"""Venezuelan President Chavez applauds Argentina's Mothers of the Plaza de Mayo."" Associated Press International. 18 August 2003. LexisNexis. (13 July 2016).","""Venezuela's Chavez defends his leftist ""revolution"" on visit to Argentina as opponents seek recall drive at home."" Associated Press International. 20 August 2003. LexisNexis. (13 July 2016).",,,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=32472116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-38175,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2004,2004-07-07,2004-07-08,2,No,,Yes,President Nestor Kirchner,No,,Yes,Common Market of the South (MERCOSUR) Summit,No,,No,,No,Yes,No,No,No,,,1,http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4CTJ-1PB0-009F-R37M&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4CTD-XY40-001G-V49J&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,"""Venezuela's Chavez makes surprise shipyard visit with Kirchner to order new oil tankers from Argentina."" Associated Press International. 8 July 2004. LexisNexis. (18 July 2016).",http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4CTC-R280-TWPY-J358&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-38383,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2005,2005-01-31,2005-02-01,2,No,,Yes,President Nestor Kirchner,No,,No,,No,,No,,Yes,Yes,No,No,No,,"[PE-Latam 2026-09-05: revisado, NameMultilatEvent queda No_verificable --]",1,"""Presidents of Argentina and Venezuela sign economic accords;agree to launch regional TV network"" Associated Press International 1 February 2005 LexisNexis (19 July 2016)",http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4FCY-39G0-TWPY-J20Y&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-38575,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2005,2005-08-11,2005-08-11,1,No,,Yes,President Nestor Kirchner,No,,No,,No,,No,,No,Yes,No,Yes,No,,,1,"""Venezuela's Chavez opens tour of Uruguay;Argentina and Brazil seeking closer ties"" AP Worldstream 10 August 2005 LexisNexis (20 July 2016)","""Venezuela's Chavez in Argentina: bolstering ties with South America's elected leftists."" AP World Stream. 11 August 2005. LexisNexis. (20 July 2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-38659,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2005,2005-11-03,2005-11-05,3,No,,No,,No,,Yes,Summit of the Americas (SOA),No,,No,,Yes,No,No,No,No,,,1,http://search.proquest.com.du.idm.oclc.org/usnews/docview/411269096/1C8F11F917004D1BPQ/3?accountid=14608,"""Negotiators fail to agree on free trade proposal at Americas Summit in Argentina."" AP Worldstream.  5 november 2005. LexisNexis. (20 July 2016).","""Americas Summit concludes amid controversials;heavy security;protests."" Xinhua General News Service.  6 november 2005. LexisNexis. (20 July 2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-38841,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2006,2006-05-04,2006-05-04,1,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,,1,"""South American leaders hold crisis Summit on Bolivian gas nationalization."" Agence France Presse. 4 May 2006. LexisNexis. (21 July 2016).","""BBC Monitoring News Diary for Thursday 4 May 2006."" BBC Monitoring South Asia. 4 May 2006. LexisNexis. (21 July 2016).",http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4JWD-8M00-TX7D-93C8&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,http://search.proquest.com/usnews/docview/467647291/84A72B81B6274A3BPQ/8?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-38918,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2006,2006-07-20,2006-07-21,2,No,,Yes,President Nestor Kirchner,No,,Yes,Common Market of the South (MERCOSUR) Summit,No,,No,,No,Yes,No,No,No,,,1,"""A surprise Castro visit as South American trade bloc gains leftist clout with Venezuela's induction."" Associated Press International. 21 July 2006. LexisNexis. (21 July 2016).","""South American leaders to push for pan-continent trade group."" Agence France Presse. 22 July 20016. LexisNexis. (21 July 2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-39058,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2006,2006-12-07,2006-12-07,1,No,,Yes,President Nestor Kirchner,No,,No,,No,,No,,No,No,No,No,No,,,1,http://wnc.eastview.com/wnc/article?id=33151032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-39150,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2007,2007-03-09,2007-03-10,2,No,,Yes,President Nestor Kirchner,No,,No,,No,,No,,Yes,No,No,No,No,,,1,"""Venezuelan President Hugo ChÃƒ¡vez haunts Bush during tour of Latin America."" Associated Press Financial Wire. 12 March 2007. LexisNexis. (28 July 2016).",http://wnc.eastview.com/wnc/article?id=31046172,,,"""Argentina;Venezuela ink agreements on oil refinery;LNG terminal."" Platts LNG Daily. 5 August 2008. LexisNexis. (1 August 2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-39300,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2007,2007-08-06,2007-08-07,2,No,,Yes,President Nestor Kirchner,No,,No,,No,,No,,No,No,No,No,No,,,1,"""Chavez arrives in Argentina confident of full Mercosur membership."" Deutsche Presse-Agentur. 6 August 2007. LexisNexis. (29 July 2016).","""Jews in Argentina Wary Of Growing Ties to Chavez."" The New York Times. 7 August 2007. LexisNexis. (29 July 2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-39425,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2007,2007-12-09,2007-12-10,2,No,,Yes,President Cristina Fernandez de Kirchner,No,,No,,No,,No,,Yes,Yes,Yes,Yes,No,,Attended the inauguration of resident Christina Fernandez de Kirchner in Buenos Aires;Delivered a speech at the Cultural Cooperation Center;Addressed business leaders;Signed an agreement to launch the Bank of the South,1,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=31851197,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=31844978,https://www.gettyimages.com/detail/news-photo/presidents-rafael-correa-of-ecuador-evo-morales-of-bolivia-news-photo/78345225,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=6ea7dfb7-ab5f-4f73-b6f1-40a59632475c&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A4SWM-Y2R0-TX34-N1DD-00000-00&pdcontentcomponentid=10962&pdteaserkey=sr4&pditab=allpods&ecomp=zz2yk&earg=sr4&prid=605a1046-46e7-4d3e-aa4b-3e7934b37fd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-39629,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2008,2008-06-30,2008-07-01,2,No,,Yes,President Cristina Fernandez de Kirchner,No,,Yes,Common Market of the South (MERCOSUR) Summit,No,,No,,Yes,Yes,No,No,No,,Delivered a speech at a Common Market of the South (MERCOSUR) Summit in San Miguel de Tucuman;Signed a memorandum of understanding with Brazil,1,https://advance-lexis-com.du.idm.oclc.org/api/permalink/3aa06ca4-f890-4f2b-9ab7-57a20757e0e4/?context=1516831,https://advance-lexis-com.du.idm.oclc.org/api/permalink/6c918763-e3b7-444b-9fdc-baa8bf6c6f23/?context=1516831,https://advance-lexis-com.du.idm.oclc.org/api/permalink/7b0b7ef7-cbab-468e-9c6e-953450ed267a/?context=1516831,https://advance-lexis-com.du.idm.oclc.org/api/permalink/b8e1c955-b05f-4aa8-9180-3e6bfb524b92/?context=1516831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-39664,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2008,2008-08-04,2008-08-05,2,No,,Yes,President Cristina Fernandez de Kirchner,No,,No,,No,,No,,No,No,No,No,No,,,1,"""Argentina;Venezuela ink agreements on oil refinery;LNG terminal."" Platts LNG Daily. 5 August 2008. LexisNexis. (1 August 2016).","""South American leaders mull transportation plan."" Associated Press International. 5 August 2008. LexisNexis. (1 August 2016).",http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4T56-42K0-TY2M-20H6&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=4T56-42K0-TY2M-20H6&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-40053,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2009,2009-08-28,2009-08-28,1,No,,No,,No,,Yes,UNASUR Special Summit,No,,No,,No,No,No,No,No,,,1,"""South American Leaders Assail U.S. Access to Colombian Military Bases."" Qatar News Agency. 29 August 2009. LexisNexis. (10 August 2016).",http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=32344289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-40302,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,"Los Cardales (Campana, Buenos Aires)",No,No,2010,2010-05-04,2010-05-04,1,No,,No,,No,,Yes,UNASUR Summit,No,,No,,No,No,No,No,No,,"[PE-Latam 2026-09-05: CityVisited corregido de '' a 'Los Cardales (Campana, Buenos Aires)'. Fuente: cfkargentina.com, 'La Unasur eligió a Néstor Kirchner como nuevo Secretario General'; cancilleria.gob.ar]",1,"""Unasur Summit: Fromer Argentine president appointed secretary-general."" Xinhua General News Service. 4 May 2010. LexisNexis. (11 August 2016).",,,,http://www.lexisnexis.com.du.idm.oclc.org/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=57SH-CNW1-DYTB-Y3FC&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-40323,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,Buenos Aires,No,No,2010,2010-05-25,2010-05-25,1,No,,No,,No,,No,,No,,No,,No,No,Yes,No,No,,"[PE-Latam 2026-09-05: CityVisited corregido de '' a 'Buenos Aires'. Fuente: es.wikipedia.org, 'Bicentenario de la Revolución de Mayo']",1,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=32582432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-40479,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,Buenos Aires,No,No,2010,2010-10-28,2010-10-29,2,No,,No,,No,,No,,No,,No,,No,No,Yes,No,No,,"[PE-Latam 2026-09-05: CityVisited corregido de '' a 'Buenos Aires'. Fuente: expansion.mx, 'Hugo Chávez llega a Buenos Aires para asistir al funeral de Kirchner'; en.wikipedia.org, 'Death and state funeral of Néstor Kirchner']",1,http://www.gettyimages.com/license/106334515,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=32962581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-ARG-40630,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Argentina,ARG,Latin America and the Caribbean,South America,La Plata,No,No,2011,2011-03-28,2011-03-29,2,No,,Yes,President Cristina Fernandez de Kirchner,No,,No,,No,,No,,No,Yes,No,No,No,,"[PE-Latam 2026-09-05: CityVisited corregido de '' a 'La Plata'. Fuente: eluniverso.com, 'Premio a Chávez suscita controversia en Argentina', 30 marzo 2011; latamjournalismreview.org]",1,"""Hugo Chavez gets press award in Argentina."" Agence France Presse. 30 March 2011. LexisNexis. (12 August 2016).","""Argentina;Venezuela move to boost bilateral trade."" Xinhua General News Service. 29 March 2011. LexisNexis. (12 August 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179-VEN-ARG-41402,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2013,2013-05-08,2013-05-08,1,No,,Yes,President Cristina Fernandez de Kirchner,No,,No,,No,,No,,No,Yes,No,No,No,,,1,"""Venezuela leader;rivals take battle on the road."" Associated Press Online. 9 May 2013. LexisNexis. (16 August 2016).",http://www.lexisnexis.com.du.idm.oclc.org/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=58CP-BP31-JCB9-70YX&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179-VEN-ARG-41990,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Argentina,ARG,Latin America and the Caribbean,South America,,No,No,2014,2014-12-17,2014-12-17,1,No,,No,,No,,Yes,Common Market of the South (MERCOSUR) Summit,No,,No,,No,No,No,No,No,,,1,http://www.lexisnexis.com.du.idm.oclc.org/lnacui2api/api/version1/getDocCui?oc=00240&hnsd=f&hgn=t&lni=5DW3-0RJ1-DYTB-Y43V&hns=t&perma=true&hv=t&hl=t&csi=172244%2C379929%2C259944%2C300270%2C8406%2C141106%2C237924%2C8411%2C401949%2C8412&secondRedirectIndicator=true,"""Pope leads global praise for 'historic' U.S.-Cuba rapprochement."" Agence France Presse. 18 December 2014. LexisNexis. (17 August 2016).",http://www.gettyimages.com/license/460597462,,http://www.gettyimages.com/license/617280894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-AUT-37181,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Austria,AUT,Europe,Western Europe,,No,No,2001,2001-10-17,2001-10-17,1,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,"[PE-Latam 2026-09-05: revisado, TripStartDate / CountryVisited queda No_verificable --]",1,"""'Crusade' called for to support oil prices;Venezuelan President urges unity"" The Globe and Mail 8 October 2001 LexisNexis (8 July 2016)",http://search.proquest.com/usnews/docview/329837428/90C09177EF0D4A21PQ/7?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-VEN-AUT-38848,1383,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Chavez,Hugo Chavez,0,Austria,AUT,Europe,Western Europe,,No,No,2006,2006-05-11,2006-05-13,3,No,,No,,No,,Yes,European Union-Latin America and Caribbean (EU-LAC) Summit,No,,No,,Yes,No,No,No,No,,"[PE-Latam 2026-09-05: NameMultilatEvent corregido de 'European Council-Community of Latin American and Caribbean States (CELAC) Summit' a 'European Union-Latin America and Caribbean (EU-LAC) Summit'. Fuente: https://www.bmeia.gv.at (Bundesministerium fuer Europa, Integration und Aeusseres, Austria) 'Declaration of Vienna - IV EU-LAC Summit', 12 de mayo de ]",1,"""1ST LEAD: Bolivian;Venezuelan presidents grab Summit headlines."" Deutsche Presse-Agentur. 12 May 2006. LexisNexis. (21 July 2016).","""Morales to attend 'alternative' Summit."" Agence France Presse. 13 May 20016. LexisNexis. (21 July 2016).","""Oil-rich Bolivian and Venezuela speak against U.S. 'empire'"" Agence France Presse 14 May 2006 LexisNexis (21 July 2016)","""EU-Latin America Summit begins in Vienna."" Xinhua General News Service. 11 May 2006. LexiNexis. (21 July 2016).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179-VEN-AZE-42665,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Azerbaijan,AZE,Asia,Western Asia,,No,No,2016,2016-10-21,2016-10-22,2,No,,Yes,President Ilham Aliyev,No,,No,,No,,No,,No,Yes,No,No,No,,[PE-Latam 2026-09-05: TripStartDate corregido de '2016-10-22' a '2016-10-21'. Fuente: https://ultimasnoticias.com.ve/politica/maduro-arriba-a-azerbaiyan-sexto-destino-de-su-recorrido-internacional/] [PE-Latam 2026-09-05: TripDuration corregido de '1' a '2'. Fuente: Derivado de la corrección de TripStartDate en este mismo registro],1,http://search.proquest.com.du.idm.oclc.org/docview/1831020312?accountid=14608,http://search.proquest.com.du.idm.oclc.org/docview/1831009835?accountid=14608,http://www.gettyimages.com/license/616269866,http://www.gettyimages.com/license/616269886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179-VEN-AZE-43763,2179,Venezuela,VEN,Latin America and the Caribbean,South America,Yes,GS,President,Maduro,Nicolas Maduro,0,Azerbaijan,AZE,Asia,Western Asia,,No,No,2019,2019-10-25,2019-10-26,2,No,,Yes,President Ilham Aliyev,No,,Yes,Non-Aligned Movement (NAM) Summit,No,,Yes,Prime Minister K.P. Sharma Oli;President Hassan Rouhani,No,No,No,No,No,,met with Vice President Shri Venkaiah Naidu;met with UN General Assembly President Tijjani Muhammad-Bande;met with UN Assistant Secretary General for Public Affairs and Peacebuilding Rosemary DiCarlo,1,http://www.presidencia.gob.ve/Site/Web/Principal/paginas/classMostrarEvento3.php?id_evento=14370,https://search-proquest-com.du.idm.oclc.org/central/docview/2308842374/D59870828F554563PQ/15?accountid=14608,https://myrepublica.nagariknetwork.com/news/pm-holds-meetings-with-venezuelan-prez-maduro-and-north-korean-leader-hae-among-others/,http://www.eoicaracas.gov.in/page/india-venezuela-relations/,http://mppre.gob.ve/en/2019/10/25/president-maduro-bilateral-iranian-hasan-rouhani/,http://mppre.gob.ve/en/2019/10/25/president-maduro-un-general-assembly-leader-baku/,http://mppre.gob.ve/en/2019/10/26/president-maduro-undersecretary-public-affairs-un-azerbaijan/,,,,,,,,,,,,,,,,,,,,,,,,,,
